household_id,FARM,OWNERSHP,ACREHOUS,TAXINCL,PROPINSR,COSTELEC,VALUEH,ROOMS,PLUMBING,PUMA
2465198,0,1,1,2,59,5,22,6,2,15
2465205,0,1,1,2,57,8,35,6,2,15
2465214,0,1,1,0,57,8,22,6,2,15
2465219,0,2,1,0,0,8,99,3,2,15
2465221,0,1,1,1,50,7,35,8,2,15
2465223,0,2,1,0,0,3,99,5,2,15
2465230,0,2,0,0,0,10,99,2,2,15
2465238,0,2,1,0,0,10,99,6,2,15
2465280,0,1,1,1,59,0,16,7,2,15
2465295,0,1,1,2,50,7,16,5,2,15
2465303,0,1,1,0,59,6,35,8,2,15
2465307,0,1,1,1,59,4,16,5,2,15
2465315,0,1,1,2,47,12,13,7,2,15
2465318,0,1,1,0,39,2,13,5,2,15
2465327,0,2,1,0,0,7,99,9,2,15
2465330,0,2,0,0,0,3,99,3,2,15
2465331,0,1,1,0,49,6,11,6,2,15
2465349,0,1,1,1,50,11,13,8,2,15
2465355,0,1,1,1,59,5,22,9,2,15
2465357,0,1,1,2,59,99,18,7,2,15
2465358,0,2,1,0,0,2,99,3,2,15
2465360,0,1,1,1,42,5,22,6,2,15
2465361,0,1,1,1,59,26,18,9,2,15
2465363,0,2,0,0,0,12,99,3,2,15
2465367,0,1,1,1,58,15,13,6,2,15
2465368,0,2,1,0,0,9,99,5,2,15
2465369,0,1,1,2,40,4,22,7,2,15
2465371,0,2,1,0,0,15,99,6,2,15
2465378,0,1,1,2,59,8,22,6,2,15
2465379,0,1,1,0,42,5,11,5,2,15
2465385,0,1,1,2,33,7,11,5,2,15
2465387,0,0,0,0,0,0,99,0,0,15
2465396,0,1,1,2,59,8,16,5,2,15
2465405,0,0,0,0,0,0,99,0,0,15
2465409,0,2,0,0,0,8,99,4,2,15
2465417,0,2,0,0,0,2,99,2,2,15
2465419,0,1,1,0,59,99,3,4,2,15
2465420,0,1,1,2,59,12,13,6,2,15
2465421,0,2,1,0,0,10,99,5,2,15
2465433,0,1,1,1,59,8,27,6,2,15
2465439,0,1,1,1,59,6,27,7,2,15
2465446,0,2,1,0,0,4,99,7,2,15
2465452,0,2,1,0,0,7,99,5,2,15
2465460,0,2,0,0,0,99,99,1,2,15
2465461,0,1,1,2,50,18,22,9,2,15
2465473,0,1,1,2,59,12,35,8,2,15
2465477,0,1,1,2,59,1,7,5,2,15
2465492,0,1,1,1,50,3,13,6,2,15
2465510,0,1,1,0,58,7,9,5,2,15
2465516,0,1,1,2,30,10,1,4,2,15
2465521,0,2,0,0,0,7,99,4,2,15
2465524,0,1,1,0,50,8,11,6,2,15
2465525,0,1,1,0,46,2,22,6,2,15
2465535,0,2,1,0,0,3,99,2,2,15
2465550,0,1,1,2,59,8,35,9,2,15
2465561,0,1,1,0,43,17,27,8,2,15
2465562,0,1,1,2,55,35,35,9,2,15
2465576,0,2,1,0,0,18,99,6,2,15
2465578,0,2,0,0,0,6,99,6,2,15
2465582,0,1,1,1,51,7,27,8,2,15
2465589,0,1,1,0,59,7,18,8,2,15
2465602,0,2,0,0,0,10,99,4,2,15
2465605,0,1,1,1,51,3,2,5,2,15
2465607,0,0,0,0,0,0,99,0,0,15
2465608,0,2,0,0,0,6,99,2,2,15
2465611,0,1,1,1,35,7,18,6,2,15
2465615,0,1,0,2,59,5,8,3,2,15
2465623,0,1,1,1,54,7,27,6,2,15
2465634,0,1,1,2,36,5,11,6,2,15
2465636,0,1,1,2,50,3,13,5,2,15
2465644,0,2,1,0,0,5,99,3,2,15
2465645,0,1,1,2,45,20,22,6,2,15
2465650,0,1,1,1,43,10,22,8,2,15
2465665,0,1,1,0,40,8,13,6,2,15
2465666,0,1,1,0,50,7,16,6,2,15
2465668,0,1,1,1,59,24,35,7,2,15
2465672,0,2,1,0,0,36,99,3,2,15
2465677,0,2,0,0,0,99,99,3,2,15
2465685,0,1,1,2,59,5,9,7,2,15
2465699,0,1,1,2,48,2,13,6,2,15
2465711,0,1,1,0,59,5,11,6,2,15
2465712,0,1,1,0,46,23,16,7,2,15
2465721,0,0,0,0,0,0,99,0,0,15
2465729,0,2,0,0,0,0,99,3,2,15
2465735,0,1,1,2,50,6,16,5,2,15
2465740,0,1,1,2,59,14,16,9,2,15
2465746,0,1,1,0,59,24,11,6,2,15
2465748,0,2,1,0,0,6,99,4,2,15
2465750,0,1,1,1,58,10,13,6,2,15
2465765,0,1,1,2,59,10,27,7,2,15
2465771,0,2,1,0,0,7,99,3,2,15
2465776,0,1,0,2,30,5,7,3,2,15
2465780,0,1,0,0,20,6,3,1,2,15
2465782,0,1,1,1,50,8,16,5,2,15
2465800,0,2,0,0,0,12,99,8,2,15
2465806,0,1,1,0,59,1,2,3,2,15
2465807,0,1,1,2,41,12,18,8,2,15
2465810,0,1,1,2,50,12,22,9,2,15
2465813,0,2,0,0,0,3,99,3,2,15
2465815,0,0,0,0,0,0,99,0,0,15
2465816,0,1,1,1,59,10,16,3,2,15
2465824,0,1,1,2,57,5,9,4,2,15
2465829,0,1,1,2,57,5,16,9,2,15
2465839,0,1,1,2,59,12,22,9,2,16
2465846,0,1,1,2,48,7,27,7,2,16
2465854,0,2,1,0,0,99,99,5,2,16
2465858,0,1,1,2,40,57,13,3,2,16
2465861,0,0,0,0,0,0,99,0,0,16
2465865,0,2,0,0,0,0,99,4,2,16
2465870,0,2,0,0,0,99,99,6,2,16
2465871,0,1,1,2,50,12,13,6,2,16
2465881,0,1,1,2,59,15,27,8,2,16
2465889,0,1,1,2,59,10,22,6,2,16
2465895,0,1,1,2,45,18,13,7,2,16
2465908,0,1,1,1,45,11,13,5,2,16
2465918,0,1,1,2,36,24,13,6,2,16
2465925,0,1,1,2,40,5,13,3,2,16
2465928,0,2,1,0,0,3,99,3,2,16
2465929,0,2,0,0,0,9,99,2,2,16
2465931,0,0,0,0,0,0,99,0,0,16
2465933,0,0,0,0,0,0,99,0,0,16
2465942,0,1,1,2,35,10,13,6,2,16
2465947,0,1,1,1,59,99,16,9,2,16
2465955,0,2,1,0,0,5,99,6,2,16
2465956,0,1,1,2,49,11,16,6,2,16
2465957,0,2,0,0,0,3,99,3,2,16
2465958,0,1,1,2,59,13,22,9,2,16
2465976,0,2,0,0,0,6,99,3,2,16
2465978,0,2,1,0,0,4,99,5,2,16
2465982,0,1,1,2,59,7,13,6,2,16
2465990,0,1,1,2,30,4,16,5,2,16
2465993,0,1,1,2,30,11,16,6,2,16
2465998,0,1,1,0,59,5,22,5,2,16
2466002,0,1,1,2,43,11,18,5,2,16
2466018,0,1,1,0,30,1,5,6,2,16
2466019,0,0,0,0,0,0,99,0,0,16
2466022,1,1,1,0,59,12,35,4,2,16
2466023,0,1,1,1,59,24,62,8,2,16
2466025,0,2,0,0,0,8,99,4,2,16
2466027,0,2,0,0,0,1,99,4,2,16
2466032,0,1,1,1,59,17,22,7,2,16
2466033,0,1,1,2,59,13,22,9,2,16
2466041,0,1,1,1,59,4,22,4,2,16
2466043,0,1,1,2,59,13,18,8,2,16
2466046,0,2,1,0,0,11,99,5,2,16
2466049,0,1,1,1,40,8,9,4,2,16
2466052,0,2,0,0,0,2,99,4,2,16
2466053,0,1,1,1,59,3,35,7,2,16
2466057,0,1,1,2,56,15,27,7,2,16
2466059,0,2,0,0,0,99,99,4,2,16
2466060,0,2,1,0,0,99,99,4,2,16
2466061,0,2,0,0,0,6,99,2,2,16
2466062,0,2,1,0,0,9,99,3,2,16
2466081,0,1,1,1,59,15,11,7,2,16
2466083,0,1,1,1,50,5,18,3,2,16
2466091,0,2,0,0,0,99,99,4,2,16
2466098,0,2,1,0,0,15,99,6,2,16
2466100,0,1,1,0,18,0,0,1,2,16
2466103,0,1,1,2,59,10,3,8,2,16
2466121,0,1,1,2,59,4,16,6,2,16
2466126,0,2,0,0,0,6,99,1,2,16
2466129,0,2,0,0,0,6,99,4,2,16
2466132,0,2,1,0,0,18,99,5,2,16
2466134,0,2,1,0,0,20,99,5,2,16
2466138,0,2,0,0,0,11,99,1,2,16
2466152,0,1,1,1,59,12,16,6,2,16
2466154,0,2,0,0,0,2,99,2,2,16
2466156,0,2,1,0,0,8,99,5,2,16
2466158,0,2,0,0,0,4,99,5,2,16
2466163,0,2,1,0,0,99,99,5,2,16
2466165,0,1,1,0,59,13,35,7,2,16
2466170,0,1,1,2,59,5,13,6,2,16
2466171,0,2,1,0,0,8,99,5,2,16
2466188,0,2,0,0,0,7,99,5,1,16
2466203,0,1,1,1,38,8,16,6,2,16
2466206,0,1,1,1,54,12,13,6,2,16
2466210,0,1,1,0,59,24,16,3,2,16
2466215,0,2,1,0,0,10,99,3,2,16
2466218,0,2,0,0,0,6,99,6,2,16
2466219,0,1,1,2,59,9,22,5,2,16
2466221,0,1,1,1,59,3,13,7,2,16
2466224,0,1,1,2,59,5,16,9,2,16
2466234,0,1,1,1,37,6,9,5,2,16
2466236,0,1,1,1,50,9,27,6,2,16
2466251,0,1,1,2,59,11,13,7,2,16
2466258,0,1,1,2,59,14,18,8,2,16
2466283,0,2,1,0,0,6,99,4,2,16
2466289,0,1,1,1,59,20,27,8,2,16
2466290,0,1,1,2,45,9,13,5,2,16
2466291,0,2,1,0,0,14,99,6,2,16
2466294,0,2,1,0,0,5,99,4,2,16
2466302,0,1,1,2,30,7,18,5,2,16
2466309,0,1,1,2,54,27,16,7,2,16
2466318,0,2,0,0,0,3,99,1,2,16
2466332,0,2,1,0,0,3,99,6,2,16
2466334,0,1,1,1,59,10,22,8,2,16
2466345,0,0,0,0,0,0,99,0,0,16
2466346,0,0,0,0,0,0,99,0,0,16
2466349,0,1,1,2,44,9,11,2,2,16
2466354,0,1,1,1,49,9,16,7,2,16
2466363,0,1,1,2,53,20,22,7,2,16
2466381,0,1,1,2,59,13,27,8,2,16
2466387,0,2,0,0,0,2,99,3,2,16
2466394,0,0,0,0,0,0,99,0,0,16
2466398,0,2,1,0,0,13,99,7,2,16
2466404,0,1,0,0,14,5,0,3,2,16
2466409,0,1,1,2,58,10,13,6,2,16
2466411,0,1,1,2,59,12,18,5,2,16
2466417,0,1,1,2,45,8,27,8,2,16
2466423,0,1,1,2,59,2,11,5,2,16
2466430,0,1,1,2,40,3,11,6,2,16
2466433,0,2,1,0,0,4,99,4,2,16
2466437,0,1,1,0,45,7,13,6,2,16
2466448,0,1,1,1,36,15,16,8,2,16
2466449,0,1,1,2,50,12,22,7,2,16
2466468,0,1,1,2,59,8,22,7,2,16
2466480,0,2,0,0,0,6,99,5,2,16
2466485,0,1,1,2,53,11,16,6,2,16
2466490,0,2,1,0,0,6,99,3,2,16
2466496,0,1,1,2,59,8,13,7,2,16
2466500,0,1,1,0,59,5,13,6,2,16
2466503,0,1,1,0,59,4,13,6,2,16
2466505,0,1,1,2,33,3,9,7,2,16
2466512,0,1,1,2,59,15,45,7,2,16
2466515,0,2,1,0,0,99,99,6,2,16
2466516,0,2,1,0,0,8,99,7,2,16
2466518,0,1,1,2,59,12,13,5,2,16
2466521,0,1,1,2,35,3,22,6,2,16
2466525,0,1,1,1,30,13,13,6,2,16
2466529,0,2,0,0,0,4,99,4,2,16
2466532,0,1,1,2,59,9,13,5,2,16
2466538,0,0,0,0,0,0,99,0,0,16
2466544,0,1,1,2,40,12,11,9,2,16
2466545,0,2,1,0,0,8,99,7,2,16
2466546,0,1,1,2,59,10,16,3,2,16
2466553,0,1,1,2,59,0,18,7,2,16
2466558,0,1,1,1,45,18,35,7,2,16
2466566,0,2,0,0,0,4,99,3,2,16
2466583,0,0,0,0,0,0,99,0,0,16
2466586,0,1,1,2,45,6,22,7,2,16
2466587,0,0,0,0,0,0,99,0,0,16
2466619,0,0,0,0,0,0,99,0,0,16
2466620,0,0,0,0,0,0,99,0,0,16
2466625,0,2,1,0,0,99,99,3,2,16
2466628,0,1,1,2,55,24,16,9,2,16
2466635,0,2,0,0,0,12,99,2,2,16
2466637,0,1,1,0,33,3,2,2,2,16
2466639,0,1,1,0,59,5,22,8,2,16
2466640,0,2,1,0,0,99,99,5,2,16
2466642,0,1,1,2,56,30,16,7,2,16
2466643,0,2,1,0,0,8,99,5,2,16
2466648,0,1,1,2,59,15,13,3,2,16
2466652,0,1,1,2,40,12,22,8,2,16
2466653,0,0,0,0,0,0,99,0,0,16
2466655,1,1,2,0,59,57,99,8,2,16
2466658,0,2,1,0,0,3,99,3,2,16
2466660,0,2,0,0,0,4,99,2,2,16
2466670,0,1,1,2,59,10,45,8,2,16
2466672,0,1,1,2,59,7,8,6,2,16
2466674,1,1,2,1,59,18,99,9,2,16
2466677,0,2,1,0,0,99,99,5,2,16
2466678,0,2,0,0,0,4,99,1,2,16
2466686,0,1,1,2,54,12,16,3,1,16
2466687,0,1,1,0,59,12,45,7,2,16
2466692,0,1,1,2,40,6,16,7,2,16
2466699,0,1,1,2,35,9,16,4,2,16
2466720,0,1,1,0,52,99,16,4,2,16
2466730,0,1,1,0,18,3,1,4,2,16
2466731,0,0,0,0,0,0,99,0,0,16
2466738,0,1,1,2,52,12,35,8,2,16
2466744,0,2,0,0,0,99,99,6,2,16
2466750,0,2,1,0,0,99,99,5,2,16
2466756,0,2,1,0,0,8,99,6,2,16
2466757,0,1,1,2,35,0,7,6,2,16
2466759,0,2,0,0,0,5,99,3,2,16
2466773,0,1,1,2,39,3,11,6,2,16
2466775,0,1,1,2,59,30,18,6,2,16
2466776,0,1,1,2,40,6,22,7,2,16
2466781,0,1,1,1,10,20,27,9,2,16
2466783,0,1,1,2,59,28,22,7,2,16
2466786,0,1,1,1,59,9,35,6,2,16
2466788,0,2,1,0,0,8,99,5,2,16
2466796,0,1,1,2,48,18,11,6,2,16
2466805,0,1,1,2,59,13,22,7,2,16
2466810,0,2,1,0,0,14,99,6,2,16
2466812,0,1,1,2,50,5,16,7,2,16
2466815,0,0,0,0,0,0,99,0,0,16
2466820,0,2,1,0,0,99,99,5,2,16
2466823,0,1,1,2,46,30,13,6,2,16
2466826,0,0,0,0,0,0,99,0,0,16
2466843,0,0,0,0,0,0,99,0,0,16
2466847,0,1,1,2,15,7,18,7,2,16
2466849,0,1,1,2,30,5,13,3,2,16
2466850,0,1,1,0,55,7,35,6,2,16
2466851,0,1,1,1,0,3,16,6,2,16
2466852,0,2,1,0,0,99,99,4,2,16
2466859,0,1,1,2,50,7,8,6,2,16
2466863,0,1,1,1,34,7,13,7,2,16
2466869,0,2,1,0,0,99,99,6,2,16
2466880,0,1,1,2,59,7,35,7,1,16
2466881,0,2,1,0,0,9,99,6,2,16
2466892,0,1,1,0,50,1,16,3,2,16
2466896,0,1,1,2,59,12,27,7,2,16
2466908,0,1,1,1,55,4,9,7,2,16
2466910,0,0,0,0,0,0,99,0,0,16
2466922,0,0,0,0,0,0,99,0,0,16
2466926,0,2,0,0,0,3,99,5,2,16
2466934,0,1,1,1,41,6,16,7,2,16
2466935,0,1,1,2,30,11,13,7,2,16
2466938,0,2,0,0,0,1,99,2,2,16
2466939,0,1,1,2,45,10,16,6,2,16
2466942,0,1,1,1,40,13,22,5,2,16
2466944,0,1,1,2,59,7,22,6,2,16
2466946,0,2,0,0,0,4,99,4,2,16
2466947,0,1,1,1,36,10,11,3,2,16
2466948,0,2,0,0,0,10,99,4,2,16
2466963,0,1,1,2,40,6,13,5,2,16
2466967,0,1,1,2,59,18,18,7,2,16
2466970,0,1,1,2,59,10,8,4,2,16
2466988,0,1,1,1,46,12,16,5,2,16
2466989,0,2,0,0,0,6,99,6,2,16
2467001,0,1,1,1,59,1,16,3,2,16
2467008,0,1,1,2,40,3,13,6,2,16
2467009,0,0,0,0,0,0,99,0,0,16
2467025,0,1,1,0,16,9,16,7,2,16
2467042,0,2,1,0,0,11,99,6,2,16
2467053,0,1,1,2,41,9,13,5,2,16
2467075,0,1,1,2,30,20,22,3,2,16
2467078,0,1,1,1,37,22,13,6,2,16
2467089,0,1,1,1,47,5,13,5,2,16
2467118,0,2,1,0,0,99,99,5,2,16
2467128,0,1,1,2,59,6,13,5,2,16
2467129,0,2,1,0,0,99,99,6,2,16
2467130,0,1,1,0,35,8,27,9,2,16
2467135,0,0,0,0,0,0,99,0,0,16
2467143,0,1,1,2,30,6,22,5,2,16
2467148,0,1,1,1,59,30,87,8,2,16
2467149,0,2,1,0,0,99,99,6,2,16
2467150,0,2,0,0,0,99,99,7,2,16
2467151,0,2,0,0,0,1,99,4,2,16
2467161,0,1,1,2,59,10,22,7,2,16
2467163,0,0,0,0,0,0,99,0,0,16
2467164,0,1,1,2,59,24,62,9,2,16
2467168,0,2,1,0,0,12,99,5,2,16
2467171,0,1,1,2,59,14,27,8,2,16
2467192,0,2,0,0,0,6,99,5,2,16
2467200,0,2,0,0,0,5,99,3,2,16
2467214,0,1,1,2,34,99,13,4,2,16
2467218,0,2,1,0,0,30,99,6,2,16
2467226,0,1,1,2,30,6,11,6,2,16
2467230,0,2,1,0,0,12,99,7,2,16
2467240,0,2,1,0,0,11,99,3,2,16
2467244,0,1,1,2,51,4,13,4,2,16
2467250,0,1,1,2,48,13,16,6,2,16
2467253,0,1,1,2,59,30,27,8,2,16
2467255,0,2,0,0,0,2,99,3,2,16
2467256,0,2,0,0,0,3,99,2,2,16
2467262,0,2,0,0,0,5,99,5,2,16
2467266,0,1,1,2,45,6,11,6,2,16
2467286,0,0,0,0,0,0,99,0,0,16
2467299,0,2,1,0,0,6,99,3,2,16
2467309,0,1,1,0,59,10,27,6,2,16
2467312,0,1,1,2,28,10,13,6,2,16
2467316,0,2,1,0,0,0,99,6,2,16
2467318,0,2,1,0,0,1,99,5,1,16
2467321,0,0,0,0,0,0,99,0,0,16
2467328,0,2,1,0,0,20,99,7,2,16
2467336,0,1,1,2,59,10,16,7,2,16
2467350,0,1,1,1,50,13,22,6,2,16
2467355,0,1,1,1,59,8,45,7,2,16
2467357,0,1,1,2,59,12,13,5,2,16
2467359,0,1,1,2,59,16,16,9,2,16
2467360,0,1,1,0,46,12,13,7,2,16
2467361,0,2,1,0,0,7,99,6,2,16
2467376,0,2,1,0,0,99,99,2,2,16
2467383,0,2,0,0,0,2,99,2,2,16
2467385,0,1,1,2,59,18,16,7,2,16
2467388,0,1,1,0,59,4,35,9,2,16
2467390,0,1,1,1,59,20,35,9,2,16
2467395,0,2,1,0,0,4,99,4,2,16
2467399,0,1,1,1,3,3,4,6,2,16
2467402,0,1,1,2,50,9,11,5,2,16
2467409,0,1,1,1,50,24,18,9,2,16
2467411,0,1,1,2,59,4,3,3,2,16
2467416,0,2,0,0,0,2,99,4,2,16
2467426,0,2,0,0,0,3,99,4,2,16
2467429,0,2,0,0,0,3,99,4,2,16
2467430,0,1,1,2,59,1,22,3,2,16
2467441,0,0,0,0,0,0,99,0,0,16
2467443,0,2,0,0,0,4,99,4,1,16
2467490,0,2,0,0,0,5,99,5,2,16
2467495,0,1,1,2,45,8,16,7,2,16
2467499,0,1,1,2,59,6,11,6,2,16
2467500,0,1,1,1,44,10,16,6,2,16
2467509,0,1,1,2,59,12,22,7,2,16
2467514,0,1,1,2,59,10,13,6,2,16
2467515,0,2,0,0,0,1,99,3,2,16
2467517,0,2,0,0,0,99,99,4,2,16
2467523,0,2,0,0,0,9,99,3,2,16
2467532,0,2,1,0,0,12,99,6,2,16
2467554,0,1,1,1,59,5,27,8,2,16
2467568,0,2,1,0,0,99,99,7,2,16
2467570,0,2,0,0,0,12,99,2,2,16
2467579,0,2,1,0,0,99,99,5,2,16
2467597,0,1,1,2,50,12,13,7,2,16
2467608,0,1,1,0,45,11,13,5,2,16
2467612,0,1,1,0,22,99,0,3,2,16
2467625,0,1,1,2,59,12,13,6,2,16
2467628,0,1,1,1,29,7,11,7,2,16
2467629,0,2,1,0,0,99,99,5,2,16
2467635,0,1,1,2,50,7,11,4,2,16
2467655,0,1,1,1,58,7,35,9,2,16
2467660,0,1,1,1,47,16,22,8,2,16
2467664,0,2,1,0,0,8,99,6,2,16
2467668,0,1,1,2,59,11,35,7,2,16
2467673,0,1,1,0,59,20,35,8,2,16
2467674,0,1,1,2,51,11,18,7,2,16
2467676,0,1,1,2,59,17,35,8,2,16
2467690,0,1,1,2,59,15,13,5,2,16
2467695,0,2,1,0,0,99,99,5,2,16
2467696,0,1,1,1,56,7,13,8,2,16
2467697,0,1,1,2,59,15,11,3,2,16
2467704,0,2,1,0,0,99,99,4,2,16
2467705,0,1,1,2,59,30,35,9,2,16
2467707,0,1,1,2,59,11,11,5,2,16
2467709,0,2,0,0,0,7,99,5,2,16
2467715,0,1,1,2,40,6,13,6,2,16
2467719,0,2,1,0,0,8,99,6,2,16
2467729,0,1,1,0,30,6,11,3,2,16
2467730,0,2,1,0,0,18,99,6,2,16
2467737,0,1,1,2,59,8,35,7,2,16
2467744,0,1,1,1,59,25,13,8,2,16
2467755,0,2,0,0,0,1,99,1,2,16
2467758,0,0,0,0,0,0,99,0,0,16
2467763,0,2,0,0,0,0,99,4,2,16
2467786,0,1,0,1,15,2,22,4,2,16
2467792,0,1,1,2,30,8,18,8,2,16
2467793,0,1,1,2,59,12,16,6,2,16
2467797,0,1,1,2,56,26,13,5,2,16
2467798,0,2,0,0,0,2,99,4,2,16
2467824,0,2,1,0,0,99,99,5,2,16
2467825,0,1,1,1,59,6,16,8,2,16
2467828,0,1,1,2,52,12,27,7,2,16
2467829,0,1,1,2,59,12,18,8,2,16
2467840,0,1,1,2,3,3,11,7,2,16
2467848,0,1,1,2,59,12,16,7,2,16
2467858,0,1,1,2,59,12,8,6,2,16
2467862,0,0,0,0,0,0,99,0,0,16
2467877,0,1,1,2,40,7,18,6,2,16
2467886,0,2,1,0,0,99,99,3,2,16
2467889,0,2,0,0,0,6,99,4,2,16
2467901,0,1,1,2,44,5,16,6,2,16
2467911,0,2,1,0,0,8,99,7,2,16
2467916,0,1,1,2,20,5,11,5,2,16
2467919,0,1,1,0,47,4,13,5,2,16
2467934,0,2,1,0,0,13,99,6,2,16
2467935,0,0,0,0,0,0,99,0,0,16
2467945,0,2,1,0,0,1,99,7,2,16
2467949,0,1,1,2,50,18,11,5,2,16
2467952,0,1,1,2,59,6,13,5,2,16
2467953,0,2,1,0,0,99,99,4,2,16
2467958,0,1,1,2,59,20,27,6,2,16
2467963,0,1,1,2,59,12,18,6,2,16
2467976,0,1,1,1,59,4,5,7,2,16
2467980,0,2,0,0,0,2,99,4,2,16
2467984,0,2,0,0,0,6,99,4,2,16
2467989,0,1,1,1,59,7,27,8,2,16
2468018,0,1,1,1,59,20,35,9,2,16
2468021,0,2,1,0,0,6,99,5,2,16
2468023,0,1,1,2,59,18,16,9,2,16
2468046,0,1,1,2,49,6,13,6,2,16
2468049,0,2,0,0,0,3,99,3,2,16
2468052,0,1,1,2,40,12,16,8,2,16
2468053,0,1,1,2,40,15,22,8,2,16
2468057,0,2,1,0,0,12,99,7,2,16
2468058,0,1,1,2,59,11,16,7,2,16
2468060,0,2,0,0,0,2,99,1,2,16
2468068,0,1,1,1,59,17,22,9,2,16
2468069,0,1,1,2,50,12,22,8,2,16
2468081,0,2,1,0,0,6,99,4,2,16
2468094,0,1,1,2,53,6,18,6,2,16
2468095,0,2,0,0,0,2,99,2,2,16
2468097,0,1,1,2,59,20,22,3,2,16
2468105,0,1,1,0,59,10,35,8,2,16
2468114,0,1,1,1,45,27,13,6,2,16
2468116,0,1,1,2,59,7,13,5,2,16
2468117,0,1,1,1,59,13,35,9,2,16
2468128,0,1,1,1,44,8,13,7,2,16
2468134,0,1,1,1,50,5,22,7,2,16
2468136,0,1,1,1,40,24,13,6,2,16
2468138,0,2,1,0,0,9,99,6,2,16
2468159,0,1,1,1,45,14,16,6,2,17
2468168,1,1,2,0,59,48,62,9,2,17
2468173,0,1,1,2,28,6,13,6,2,17
2468185,0,2,1,0,0,10,99,5,2,17
2468195,0,1,1,1,59,6,62,8,2,17
2468198,0,1,1,2,59,9,27,7,2,17
2468199,0,1,1,2,59,8,16,7,2,17
2468201,0,1,1,2,59,17,27,8,2,17
2468205,0,0,0,0,0,0,99,0,0,17
2468206,0,1,1,2,59,13,11,6,2,17
2468214,0,1,1,2,54,13,22,6,2,17
2468224,0,2,1,0,0,1,99,1,2,17
2468233,0,1,1,2,47,6,16,5,2,17
2468241,0,1,1,1,59,12,18,7,2,17
2468242,0,1,1,1,6,25,22,9,2,17
2468247,0,1,1,2,40,5,11,5,2,17
2468251,0,2,0,0,0,9,99,4,2,17
2468255,0,1,1,1,45,9,8,6,2,17
2468257,0,1,1,1,50,12,22,6,2,17
2468263,0,1,1,2,50,10,22,5,2,17
2468264,0,2,1,0,0,10,99,5,2,17
2468265,0,1,1,1,49,7,13,6,2,17
2468267,0,2,1,0,0,6,99,4,2,17
2468269,0,2,1,0,0,4,99,6,2,17
2468272,0,1,1,2,50,12,16,5,2,17
2468278,0,1,1,2,59,12,18,8,2,17
2468304,0,1,1,0,40,5,13,5,2,17
2468309,0,2,0,0,0,3,99,3,2,17
2468311,0,1,1,0,59,7,16,5,2,17
2468317,0,2,1,0,0,7,99,5,2,17
2468324,0,2,1,0,0,57,99,6,2,17
2468325,0,1,1,2,59,6,18,4,2,17
2468329,0,2,0,0,0,3,99,4,2,17
2468344,0,1,1,2,40,21,11,8,2,17
2468350,0,0,0,0,0,0,99,0,0,17
2468360,0,1,1,2,58,6,11,5,2,17
2468394,0,1,1,2,25,13,16,6,2,17
2468406,0,2,0,0,0,0,99,4,2,17
2468409,0,1,1,2,59,24,11,6,2,17
2468417,0,1,1,0,33,6,3,4,2,17
2468418,0,0,0,0,0,0,99,0,0,17
2468422,0,2,0,0,0,7,99,4,2,17
2468425,0,1,1,2,59,6,16,6,2,17
2468434,0,2,1,0,0,12,99,8,2,17
2468435,0,0,0,0,0,0,99,0,0,17
2468438,0,1,2,0,59,25,99,9,2,17
2468443,0,1,1,0,42,4,13,4,2,17
2468451,0,2,2,0,0,99,99,4,2,17
2468462,0,1,1,2,50,5,18,6,2,17
2468472,0,1,1,1,59,7,18,8,2,17
2468480,0,1,1,2,25,10,11,7,2,17
2468484,0,1,1,2,50,9,22,6,2,17
2468487,0,0,0,0,0,0,99,0,0,17
2468488,0,2,0,0,0,1,99,3,2,17
2468494,0,1,1,2,50,19,22,6,2,17
2468499,0,2,0,0,0,3,99,4,2,17
2468500,0,1,1,1,23,2,6,6,2,17
2468512,0,1,1,1,59,99,22,7,2,17
2468514,0,1,1,1,59,6,35,8,2,17
2468525,0,2,0,0,0,1,99,4,2,17
2468535,0,1,1,1,48,9,22,8,2,17
2468540,0,1,1,0,59,20,18,7,2,17
2468541,0,2,0,0,0,6,99,4,2,17
2468546,0,1,1,2,43,3,27,7,2,17
2468547,0,1,1,1,40,12,18,5,2,17
2468551,0,2,0,0,0,2,99,1,2,17
2468555,0,0,0,0,0,0,99,0,0,17
2468564,0,1,1,1,59,15,22,7,2,17
2468568,0,2,1,0,0,3,99,4,2,17
2468581,1,1,2,1,50,8,27,6,2,17
2468603,0,1,1,2,59,4,13,5,2,17
2468610,0,1,1,1,40,3,16,7,2,17
2468611,0,0,0,0,0,0,99,0,0,17
2468613,0,1,1,2,40,16,13,5,2,17
2468616,0,1,1,0,50,15,11,4,2,17
2468617,0,1,1,2,40,10,18,8,2,17
2468623,0,2,1,0,0,22,99,3,2,17
2468625,0,1,1,0,59,4,6,5,2,17
2468629,0,1,1,2,30,10,22,8,2,17
2468634,0,1,1,2,52,20,13,7,2,17
2468636,0,1,1,2,52,3,27,5,2,17
2468639,0,1,1,1,59,5,16,7,2,17
2468641,0,1,1,0,40,18,11,6,2,17
2468642,0,0,0,0,0,0,99,0,0,17
2468643,0,1,1,2,36,12,16,5,2,17
2468652,0,1,1,2,59,9,22,8,2,17
2468662,0,1,1,2,59,0,13,5,2,17
2468664,0,1,2,0,59,1,45,7,2,17
2468676,0,1,1,0,30,0,4,3,2,17
